sample_id	filename	coverage	total_gbp	download_url	s3_path	seq_plate_chemistry_version	library_id	instrument_model
HG02809	m84081_231117_204232_s3.hifi_reads.bc2089.bam	10.9	33.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2089.bam	s3://human-pangenomics/working/HPRC/HG02809/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2089.bam	C1	HG02809_lib1_m84081_231117_204232_s3	Revio
HG02841	m84091_230905_192642_s1.hifi_reads.bc1015.bam	8.5	26.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam	s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_192642_s1.hifi_reads.bc1015.bam	C1	HG02841_PB3_m84091_230905_192642_s1.hifi_reads.bc1015.bam	Revio
HG02841	m84091_230905_195701_s2.hifi_reads.bc1015.bam	8.4	26.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam	s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_195701_s2.hifi_reads.bc1015.bam	C1	HG02841_PB3_m84091_230905_195701_s2.hifi_reads.bc1015.bam	Revio
HG02841	m84091_230905_202807_s3.hifi_reads.bc1015.bam	8.4	25.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam	s3://human-pangenomics/working/HPRC/HG02841/raw_data/PacBio_HiFi/m84091_230905_202807_s3.hifi_reads.bc1015.bam	C1	HG02841_PB3_m84091_230905_202807_s3.hifi_reads.bc1015.bam	Revio
HG02922	m84046_230617_040148_s2.hifi_reads.bc2053.bam	6.5	20.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2053.bam	s3://human-pangenomics/working/HPRC/HG02922/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc2053.bam	C1	PG02922.HFSS2_m84046_230617_040148_s2	Revio
HG02965	m84081_230628_183924_s1.hifi_reads.bc1017.bam	10.6	32.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1017.bam	s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1017.bam	C1	HG02965_lib1	Revio
HG02965	m84081_230628_190945_s2.hifi_reads.bc1017.bam	11.2	34.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1017.bam	s3://human-pangenomics/working/HPRC/HG02965/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1017.bam	C1	HG02965_lib1	Revio
HG02976	m84081_230630_190803_s1.hifi_reads.bc1009.bam	10.2	31.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_190803_s1.hifi_reads.bc1009.bam	C1	HG02976_lib1	Revio
HG02976	m84081_230630_193909_s2.hifi_reads.bc1009.bam	11.9	37.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG02976/raw_data/PacBio_HiFi/m84081_230630_193909_s2.hifi_reads.bc1009.bam	C1	HG02976_lib1	Revio
HG02984	m84091_231004_192043_s3.hifi_reads.bc1016.bam	23.4	72.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1016.bam	s3://human-pangenomics/working/HPRC/HG02984/raw_data/PacBio_HiFi/m84091_231004_192043_s3.hifi_reads.bc1016.bam	C1	HG02984_PB3_m84091_231004_192043_s3.hifi_reads.bc1016.bam	Revio
HG03017	m84046_230701_003325_s1.hifi_reads.bc2058.bam	8.8	27.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.bc2058.bam	s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230701_003325_s1.hifi_reads.bc2058.bam	C1	HG03017.HFSS2_m84046_230701_003325_s1	Revio
HG03017	m84046_230707_202610_s3.hifi_reads.bc2058.bam	2.6	8.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam	s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230707_202610_s3.hifi_reads.bc2058.bam	C1	HG03017.HFSS2_m84046_230707_202610_s3	Revio
HG03017	m84046_230711_233802_s3.hifi_reads.bc2058.bam	5.6	17.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.bc2058.bam	s3://human-pangenomics/working/HPRC/HG03017/raw_data/PacBio_HiFi/m84046_230711_233802_s3.hifi_reads.bc2058.bam	C1	HG03017.HFSS2_m84046_230711_233802_s3	Revio
HG03041	m84046_230523_001708_s3.hifi_reads.bc1009.bam	12.5	38.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230523_001708_s3.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230523_001708_s3.hifi_reads.bc1009.bam	C1	HG03041.HFSS_m84046_230523_001708_s3	Revio
HG03041	m84046_230602_213334_s2.hifi_reads.bc1009.bam	0.7	2.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc1009.bam	C1	HG03041.HFSS_m84046_230602_213334_s2	Revio
HG03041	m84046_230720_182350_s1.hifi_reads.bc2003.bam	3.5	10.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2003.bam	s3://human-pangenomics/working/HPRC/HG03041/raw_data/PacBio_HiFi/m84046_230720_182350_s1.hifi_reads.bc2003.bam	C1	HG03041.HFSS2_m84046_230720_182350_s1	Revio
HG03050	m84091_230905_205913_s4.hifi_reads.bc1017.bam	10.5	32.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1017.bam	s3://human-pangenomics/working/HPRC/HG03050/raw_data/PacBio_HiFi/m84091_230905_205913_s4.hifi_reads.bc1017.bam	C1	HG03050_PB3_m84091_230905_205913_s4.hifi_reads.bc1017.bam	Revio
HG03130	m84046_230602_213334_s2.hifi_reads.bc2018.bam	19.1	59.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc2018.bam	s3://human-pangenomics/working/HPRC/HG03130/raw_data/PacBio_HiFi/m84046_230602_213334_s2.hifi_reads.bc2018.bam	C1	HG03130.HFSS_m84046_230602_213334_s2	Revio
HG03139	m84046_230602_220440_s3.hifi_reads.bc2019.bam	9.6	29.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.bc2019.bam	s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m84046_230602_220440_s3.hifi_reads.bc2019.bam	C1	HG03139.HFSS_m84046_230602_220440_s3	Revio
HG03139	m84046_230623_210640_s1.hifi_reads.bc2019.bam	3.0	9.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2019.bam	s3://human-pangenomics/working/HPRC/HG03139/raw_data/PacBio_HiFi/m84046_230623_210640_s1.hifi_reads.bc2019.bam	C1	HG03139.HFSS_m84046_230623_210640_s1	Revio
HG03195	m84081_230628_183924_s1.hifi_reads.bc1010.bam	6.6	20.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_183924_s1.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03195	m84081_230628_190945_s2.hifi_reads.bc1010.bam	7.0	21.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230628_190945_s2.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03195	m84081_230715_203436_s1.hifi_reads.bc1010.bam	3.1	9.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_203436_s1.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_203436_s1.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03195	m84081_230715_210542_s2.hifi_reads.bc1010.bam	3.0	9.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_210542_s2.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_210542_s2.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03195	m84081_230715_213648_s3.hifi_reads.bc1010.bam	3.5	10.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_213648_s3.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_213648_s3.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03195	m84081_230715_220754_s4.hifi_reads.bc1010.bam	3.6	11.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_220754_s4.hifi_reads.bc1010.bam	s3://human-pangenomics/working/HPRC/HG03195/raw_data/PacBio_HiFi/m84081_230715_220754_s4.hifi_reads.bc1010.bam	C1	HG03195_lib1	Revio
HG03209	m84046_230617_033126_s1.hifi_reads.bc2020.bam	17.7	54.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m84046_230617_033126_s1.hifi_reads.bc2020.bam	s3://human-pangenomics/working/HPRC/HG03209/raw_data/PacBio_HiFi/m84046_230617_033126_s1.hifi_reads.bc2020.bam	C1	HG03209.HFSS_m84046_230617_033126_s1	Revio
HG03225	m84081_230630_201015_s3.hifi_reads.bc1008.bam	8.6	26.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1008.bam	s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1008.bam	C1	HG03225_lib1	Revio
HG03225	m84081_230630_204121_s4.hifi_reads.bc1008.bam	9.9	30.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.bc1008.bam	s3://human-pangenomics/working/HPRC/HG03225/raw_data/PacBio_HiFi/m84081_230630_204121_s4.hifi_reads.bc1008.bam	C1	HG03225_lib1	Revio
HG03239	m84046_230628_210130_s1.bc2063--bc2063.bam	13.8	42.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m84046_230628_210130_s1.bc2063--bc2063.bam	s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m84046_230628_210130_s1.bc2063--bc2063.bam	C1	HG03239.HFSS2_m84046_230628_210130_s1	Revio
HG03239	m84046_230703_225306_s4.hifi_reads.bc2063.bam	4.3	13.2	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2063.bam	s3://human-pangenomics/working/HPRC/HG03239/raw_data/PacBio_HiFi/m84046_230703_225306_s4.hifi_reads.bc2063.bam	C1	HG03239.HFSS2_m84046_230703_225306_s4	Revio
HG03270	m84091_230707_175906_s3.hifi_reads.bc1015.bam	36.2	112.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230707_175906_s3.hifi_reads.bc1015.bam	s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230707_175906_s3.hifi_reads.bc1015.bam	C1	HG03270_PB1_m84091_230707_175906_s3	Revio
HG03270	m84091_230710_183139_s4.hifi_reads.bc1015.bam	28.4	87.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230710_183139_s4.hifi_reads.bc1015.bam	s3://human-pangenomics/working/HPRC/HG03270/raw_data/PacBio_HiFi/m84091_230710_183139_s4.hifi_reads.bc1015.bam	C1	HG03270_PB1_m84091_230710_183139_s4	Revio
HG03369	m84091_230721_145006_s3.hifi_reads.bc1009.bam	29.6	91.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230721_145006_s3.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230721_145006_s3.hifi_reads.bc1009.bam	C1	HG03369_PB1_m84091_230721_145006_s3	Revio
HG03369	m84091_230727_135923_s3.hifi_reads.bc1009.bam	31.9	99.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230727_135923_s3.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03369/raw_data/PacBio_HiFi/m84091_230727_135923_s3.hifi_reads.bc1009.bam	C1	HG03369_PB1_m84091_230727_135923_s3	Revio
HG03470	m84091_230705_174256_s2.hifi_reads.bc1009.bam	11.1	34.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_174256_s2.hifi_reads.bc1009.bam	C1	HG03470_PB1_m84091_230705_174256_s2.hifi_reads.bc1009.bam	Revio
HG03470	m84091_230705_184508_s4.hifi_reads.bc1009.bam	11.0	34.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03470/raw_data/PacBio_HiFi/m84091_230705_184508_s4.hifi_reads.bc1009.bam	C1	HG03470_PB1_m84091_230705_184508_s4.hifi_reads.bc1009.bam	Revio
HG03516	m84046_231202_110908_s4.hifi_reads.bc2056.bam	22.5	69.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2056.bam	s3://human-pangenomics/working/HPRC/HG03516/raw_data/PacBio_HiFi/m84046_231202_110908_s4.hifi_reads.bc2056.bam	C1	HG03516.HFSS_m84046_231202_110908_s4	Revio
HG03521	m84046_230715_060901_s1.hifi_reads.bc2084.bam	16.9	52.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_060901_s1.hifi_reads.bc2084.bam	C1	PG03521.HFSS2_m84046_230715_060901_s1	Revio
HG03521	m84046_230715_064007_s2.hifi_reads.bc2084.bam	18.1	56.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230715_064007_s2.hifi_reads.bc2084.bam	C1	PG03521.HFSS2_m84046_230715_064007_s2	Revio
HG03521	m84046_230718_230843_s2.hifi_reads.bc2084.bam	32.3	100.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03521/raw_data/PacBio_HiFi/m84046_230718_230843_s2.hifi_reads.bc2084.bam	C1	PG03521.HFSS2_m84046_230718_230843_s2	Revio
HG03583	m84091_230712_170232_s2.hifi_reads.bc1020.bam	28.9	89.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230712_170232_s2.hifi_reads.bc1020.bam	C1	HG03583_PB1_m84091_230712_170232_s2	Revio
HG03583	m84091_230719_172335_s4.hifi_reads.bc1020.bam	0.0	617846.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230719_172335_s4.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230719_172335_s4.hifi_reads.bc1020.bam	C1	HG03583_PB1_m84091_230719_172335_s4	Revio
HG03583	m84091_230727_132817_s2.hifi_reads.bc1020.bam	23.7	73.6	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230727_132817_s2.hifi_reads.bc1020.bam	C1	HG03583_PB1_m84091_230727_132817_s2	Revio
HG03583	m84091_230817_153352_s4.hifi_reads.bc1020.bam	4.5	13.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG03583/raw_data/PacBio_HiFi/m84091_230817_153352_s4.hifi_reads.bc1020.bam	C1	HG03583_PB1_m84091_230817_153352_s4	Revio
HG03654	m84081_231112_023836_s2.hifi_reads.default.bam	24.8	76.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG03654/raw_data/PacBio_HiFi/m84081_231112_023836_s2.hifi_reads.default.bam	C1	HG03654_lib1_m84081_231112_023836_s2	Revio
HG03669	m84081_231124_014115_s1.hifi_reads.default.bam	11.0	34.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_014115_s1.hifi_reads.default.bam	C1	HG03669_lib1_m84081_231124_014115_s1	Revio
HG03669	m84081_231124_021221_s2.hifi_reads.default.bam	9.2	28.5	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_021221_s2.hifi_reads.default.bam	C1	HG03669_lib1_m84081_231124_021221_s2	Revio
HG03669	m84081_231124_024327_s3.hifi_reads.default.bam	10.3	31.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG03669/raw_data/PacBio_HiFi/m84081_231124_024327_s3.hifi_reads.default.bam	C1	HG03669_lib1_m84081_231124_024327_s3	Revio
HG03688	m84046_230707_195504_s2.hifi_reads.default.bam	19.6	60.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.default.bam	s3://human-pangenomics/working/HPRC/HG03688/raw_data/PacBio_HiFi/m84046_230707_195504_s2.hifi_reads.default.bam	C1	HG03688.HFSS_b2_m84046_230707_195504_s2	Revio
HG03704	m84046_230617_040148_s2.hifi_reads.bc1001.bam	4.3	13.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc1001.bam	s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230617_040148_s2.hifi_reads.bc1001.bam	C1	HG03704.HFSS3_m84046_230617_040148_s2	Revio
HG03704	m84046_230720_185410_s2.hifi_reads.bc2002.bam	14.6	45.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2002.bam	s3://human-pangenomics/working/HPRC/HG03704/raw_data/PacBio_HiFi/m84046_230720_185410_s2.hifi_reads.bc2002.bam	C1	HG03704.HFSS5_m84046_230720_185410_s2	Revio
HG03710	m84081_231117_193129_s1.hifi_reads.bc2082.bam	13.3	41.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_193129_s1.hifi_reads.bc2082.bam	C1	HG03710_lib1_m84081_231117_193129_s1	Revio
HG03710	m84081_231117_201125_s2.hifi_reads.bc2082.bam	13.3	41.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_201125_s2.hifi_reads.bc2082.bam	C1	HG03710_lib1_m84081_231117_201125_s2	Revio
HG03710	m84081_231117_204232_s3.hifi_reads.bc2082.bam	14.2	44.0	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam	s3://human-pangenomics/working/HPRC/HG03710/raw_data/PacBio_HiFi/m84081_231117_204232_s3.hifi_reads.bc2082.bam	C1	HG03710_lib1_m84081_231117_204232_s3	Revio
HG03742	m84091_231120_193041_s3.hifi_reads.bc1020.bam	13.2	40.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03742/raw_data/PacBio_HiFi/m84091_231120_193041_s3.hifi_reads.bc1020.bam	s3://human-pangenomics/working/HPRC/HG03742/raw_data/PacBio_HiFi/m84091_231120_193041_s3.hifi_reads.bc1020.bam	C1	HG03742_PB2_m84091_231120_193041_s3.hifi_reads.bc1020.bam	Revio
HG03784	m84081_230624_213331_s3.hifi_reads.bc2017.bam	32.7	101.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc2017.bam	s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_213331_s3.hifi_reads.bc2017.bam	C1	HG03784_lib1_m84081_230624_213331_s3_m84081_230624_213331_s3	Revio
HG03784	m84081_230624_220437_s4.hifi_reads.bc2017.bam	29.8	92.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc2017.bam	s3://human-pangenomics/working/HPRC/HG03784/raw_data/PacBio_HiFi/m84081_230624_220437_s4.hifi_reads.bc2017.bam	C1	HG03784_lib1_m84081_230624_220437_s4_m84081_230624_220437_s4	Revio
HG03804	m84091_230804_181137_s4.hifi_reads.bc1002.bam	33.6	104.1	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/m84091_230804_181137_s4.hifi_reads.bc1002.bam	s3://human-pangenomics/working/HPRC/HG03804/raw_data/PacBio_HiFi/m84091_230804_181137_s4.hifi_reads.bc1002.bam	C1	HG03804_PB3_m84091_230804_181137_s4.hifi_reads.bc1002.bam	Revio
HG03816	m84091_230802_183430_s4.hifi_reads.bc1009.bam	25.9	80.3	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/m84091_230802_183430_s4.hifi_reads.bc1009.bam	s3://human-pangenomics/working/HPRC/HG03816/raw_data/PacBio_HiFi/m84091_230802_183430_s4.hifi_reads.bc1009.bam	C1	HG03816_PB3_m84091_230802_183430_s4.hifi_reads.bc1009.bam	Revio
HG03831	m84081_231119_015049_s1.hifi_reads.bc2084.bam	12.9	39.8	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_015049_s1.hifi_reads.bc2084.bam	C1	HG03831_lib1_m84081_231119_015049_s1	Revio
HG03831	m84081_231119_022155_s2.hifi_reads.bc2084.bam	13.9	42.9	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_022155_s2.hifi_reads.bc2084.bam	C1	HG03831_lib1_m84081_231119_022155_s2	Revio
HG03831	m84081_231119_025301_s3.hifi_reads.bc2084.bam	13.1	40.7	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2084.bam	s3://human-pangenomics/working/HPRC/HG03831/raw_data/PacBio_HiFi/m84081_231119_025301_s3.hifi_reads.bc2084.bam	C1	HG03831_lib1_m84081_231119_025301_s3	Revio
HG03834	m84081_230630_201015_s3.hifi_reads.bc1012.bam	12.7	39.4	https://s3-us-west-2.amazonaws.com/human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1012.bam	s3://human-pangenomics/working/HPRC/HG03834/raw_data/PacBio_HiFi/m84081_230630_201015_s3.hifi_reads.bc1012.bam	C1	HG03834_lib1	Revio
